t [s];Velocidad [km/h];;;;;
954;30,72979255;;;;;
955;30,40502817;;;;;
956;30,27649992;;;;;
957;30,28853365;;;;;
958;30,4099268;;;;;
959;30,47040243;;;;;
960;30,26312363;;;;;
961;29,6953186;;;;;
962;28,99568359;;;;;
963;28,46531962;;;;;
964;28,29618553;;;;;
965;28,47384045;;;;;
966;28,64142756;;;;;
967;28,26361882;;;;;
968;26,84287738;;;;;
969;24,23392748;;;;;
970;20,79082746;;;;;
971;17,22774768;;;;;
972;14,41809411;;;;;
973;13,02616765;;;;;
974;13,15819666;;;;;
975;14,57412245;;;;;
976;16,69097858;;;;;
977;18,90649351;;;;;
978;20,8368676;;;;;
979;22,29051914;;;;;
980;23,29059673;;;;;
981;23,89835385;;;;;
982;24,11464193;;;;;
983;23,99753415;;;;;
984;23,49371766;;;;;
985;22,58875628;;;;;
986;21,21008602;;;;;
987;19,21654174;;;;;
988;16,58184787;;;;;
989;13,47028841;;;;;
990;10,22644561;;;;;
991;7,375339518;;;;;
992;5,274946871;;;;;
993;4,04095463;;;;;
994;3,38910845;;;;;
995;2,951666048;;;;;
996;2,411247765;;;;;
997;1,676725923;;;;;
998;0;;;;;
999;0;;;;;
1000;0;;;;;
1001;0;;;;;
1002;0;;;;;
1003;0;;;;;
1004;0;;;;;
1005;0;;;;;
1006;0;;;;;
1007;0;;;;;
1008;0;;;;;
1009;0;;;;;
1010;0;;;;;
1011;0;;;;;
1012;0;;;;;
1013;0;;;;;
1014;0;;;;;
1015;0;;;;;
1016;0;;;;;
1017;0;;;;;
1018;0;;;;;
1019;0;;;;;
1020;0;;;;;
1021;0;;;;;
1022;0;;;;;
1023;0;;;;;
1024;0;;;;;
1025;0;;;;;
1026;0;;;;;
1027;0;;;;;
1028;0;;;;;
1029;0;;;;;
1030;0;;;;;
1031;0;;;;;
1032;0;;;;;
1033;0;;;;;
1034;0;;;;;
1035;5,308619329;;;;;
1036;8,87800506;;;;;
1037;12,43998516;;;;;
1038;15,66625805;;;;;
1039;18,73234879;;;;;
1040;21,467183;;;;;
1041;23,74509361;;;;;
1042;25,62464497;;;;;
1043;27,16497285;;;;;
1044;28,42382459;;;;;
1045;29,42443785;;;;;
1046;30,32231405;;;;;
1047;31,21500961;;;;;
1048;31,85662405;;;;;
1049;32,25100557;;;;;
1050;32,53042604;;;;;
1051;32,79064058;;;;;
1052;33,15367718;;;;;
1053;33,7069462;;;;;
1054;34,45040985;;;;;
1055;35,32261359;;;;;
1056;36,22142621;;;;;
1057;37,15363738;;;;;
1058;37,86970754;;;;;
1059;38,00117591;;;;;
1060;37,20699207;;;;;
1061;35,29699376;;;;;
1062;32,38108214;;;;;
1063;29,02267296;;;;;
1064;26,01196762;;;;;
1065;24,12233024;;;;;
1066;23,6089209;;;;;
1067;24,51414066;;;;;
1068;26,60815652;;;;;
1069;29,30622769;;;;;
1070;31,99328993;;;;;
1071;34,35873773;;;;;
1072;36,27308889;;;;;
1073;37,76591263;;;;;
1074;38,90558138;;;;;
1075;39,90725721;;;;;
1076;40,91389307;;;;;
1077;41,91110272;;;;;
1078;42,87138472;;;;;
1079;43,76363704;;;;;
1080;44,48344139;;;;;
1081;44,98150649;;;;;
1082;45,29804756;;;;;
1083;45,46424962;;;;;
1084;45,51962085;;;;;
1085;45,5770032;;;;;
1086;45,74167043;;;;;
1087;46,03347478;;;;;
1088;46,38623309;;;;;
1089;46,75962355;;;;;
1090;47,17875325;;;;;
1091;47,6224004;;;;;
1092;48,05221454;;;;;
1093;48,47138809;;;;;
1094;48,8247799;;;;;
1095;49,01150278;;;;;
1096;48,97369202;;;;;
1097;48,76277011;;;;;
1098;48,541099;;;;;
1099;48,45778715;;;;;
1100;48,57819464;;;;;
1101;48,94943768;;;;;
1102;49,47414404;;;;;
1103;49,99294653;;;;;
1104;50,38078057;;;;;
1105;50,55231641;;;;;
1106;50,49583673;;;;;
1107;50,25991364;;;;;
1108;49,88287873;;;;;
1109;49,65938674;;;;;
1110;49,47417035;;;;;
1111;49,22328487;;;;;
1112;49,03747951;;;;;
1113;48,91910069;;;;;
1114;48,84970956;;;;;
1115;48,87653365;;;;;
1116;49,0197497;;;;;
1117;49,55544881;;;;;
1118;49,96090875;;;;;
1119;49,98179727;;;;;
1120;49,79816293;;;;;
1121;49,31458661;;;;;
1122;48,528479;;;;;
1123;47,65444088;;;;;
1124;46,9243353;;;;;
1125;46,58446416;;;;;
1126;46,40078867;;;;;
1127;46,27887941;;;;;
1128;46,25997436;;;;;
1129;46,07147107;;;;;
1130;45,58834475;;;;;
1131;44,89711722;;;;;
1132;44,13431203;;;;;
1133;43,38810525;;;;;
1134;42,76487637;;;;;
1135;42,35112498;;;;;
1136;42,20952201;;;;;
1137;42,21664362;;;;;
1138;42,33595345;;;;;
1139;42,58355608;;;;;
1140;42,97211064;;;;;
1141;43,46310609;;;;;
1142;44,01456232;;;;;
1143;44,51761781;;;;;
1144;44,80689425;;;;;
1145;44,69938539;;;;;
1146;44,21587991;;;;;
1147;43,33469658;;;;;
1148;41,97239804;;;;;
1149;40,07517558;;;;;
1150;37,29113577;;;;;
1151;33,37179558;;;;;
1152;28,28557396;;;;;
1153;22,30941879;;;;;
1154;16,16473942;;;;;
1155;10,49109057;;;;;
1156;5,869288582;;;;;
1157;2,749981447;;;;;
1158;0,88005802;;;;;
1159;0;;;;;
1160;0;;;;;
1161;0;;;;;
1162;0;;;;;
1163;0;;;;;
1164;0;;;;;
1165;0;;;;;
1166;0;;;;;
1167;0;;;;;
1168;0;;;;;
1169;0;;;;;
1170;0;;;;;
1171;0;;;;;
1172;0;;;;;
1173;0;;;;;
1174;0;;;;;
1175;0;;;;;
1176;0;;;;;
1177;0;;;;;
1178;0;;;;;
1179;0;;;;;
1180;0;;;;;
1181;0;;;;;
1182;0;;;;;
1183;0;;;;;
1184;0;;;;;
1185;0;;;;;
1186;0;;;;;
1187;0;;;;;
1188;0;;;;;
1189;0;;;;;
1190;0;;;;;
1191;0;;;;;
1192;0;;;;;
1193;0;;;;;
1194;0;;;;;
1195;0;;;;;
1196;0;;;;;
1197;0;;;;;
1198;0;;;;;
1199;0;;;;;
1200;0;;;;;
1201;11,54408359;;;;;
1202;16,6335434;;;;;
1203;20,90170882;;;;;
1204;24,10277733;;;;;
1205;26,41891091;;;;;
1206;28,11571321;;;;;
1207;29,48800202;;;;;
1208;30,75464766;;;;;
1209;31,98932535;;;;;
1210;32,85793699;;;;;
1211;33,5705578;;;;;
1212;34,40077693;;;;;
1213;35,63186048;;;;;
1214;37,35328986;;;;;
1215;39,46778465;;;;;
1216;41,65442098;;;;;
1217;43,57422756;;;;;
1218;45,00824072;;;;;
1219;45,87406983;;;;;
1220;46,14742527;;;;;
1221;45,90755797;;;;;
1222;45,33225873;;;;;
1223;44,61152026;;;;;
1224;43,85510015;;;;;
1225;43,24978971;;;;;
1226;43,01058816;;;;;
1227;43,17424112;;;;;
1228;43,66999838;;;;;
1229;44,40228214;;;;;
1230;45,2038314;;;;;
1231;45,87531564;;;;;
1232;46,2558928;;;;;
1233;46,39904166;;;;;
1234;46,39758239;;;;;
1235;46,34372043;;;;;
1236;46,37045033;;;;;
1237;46,57867445;;;;;
1238;46,95172893;;;;;
1239;47,47668356;;;;;
1240;48,13330882;;;;;
1241;48,92395358;;;;;
1242;49,7993379;;;;;
1243;50,72465637;;;;;
1244;51,60777622;;;;;
1245;52,29479656;;;;;
1246;52,67881781;;;;;
1247;52,7634623;;;;;
1248;52,5839353;;;;;
1249;52,19978465;;;;;
1250;51,72711938;;;;;
1251;51,29166983;;;;;
1252;51,00116242;;;;;
1253;50,85680695;;;;;
1254;50,85829199;;;;;
1255;50,99768244;;;;;
1256;51,24416711;;;;;
1257;51,51918927;;;;;
1258;51,7846422;;;;;
1259;51,99058485;;;;;
1260;52,14514927;;;;;
1261;52,18856381;;;;;
1262;52,14138593;;;;;
1263;52,08496367;;;;;
1264;52,1305159;;;;;
1265;52,33481531;;;;;
1266;52,73207381;;;;;
1267;53,20405512;;;;;
1268;53,529459;;;;;
1269;53,53679136;;;;;
1270;53,17293061;;;;;
1271;52,55148909;;;;;
1272;51,87811982;;;;;
1273;51,38898742;;;;;
1274;51,25583012;;;;;
1275;51,42341258;;;;;
1276;51,67995925;;;;;
1277;51,92688015;;;;;
1278;52,04951331;;;;;
1279;52,05347755;;;;;
1280;51,95797362;;;;;
1281;51,79763798;;;;;
1282;51,54225637;;;;;
1283;51,09740988;;;;;
1284;50,47750251;;;;;
1285;49,87405309;;;;;
1286;49,48363542;;;;;
1287;49,50241363;;;;;
1288;49,98435102;;;;;
1289;50,79912424;;;;;
1290;51,65422614;;;;;
1291;52,22839764;;;;;
1292;52,3285018;;;;;
1293;51,94945225;;;;;
1294;51,16033442;;;;;
1295;50,08101892;;;;;
1296;48,88648487;;;;;
1297;47,72004554;;;;;
1298;46,69902182;;;;;
1299;45,76834717;;;;;
1300;44,72328049;;;;;
1301;43,28223788;;;;;
1302;41,03876202;;;;;
1303;37,62810113;;;;;
1304;32,89273901;;;;;
1305;27,02043589;;;;;
1306;20,56707701;;;;;
1307;14,16617116;;;;;
1308;8,535530646;;;;;
1309;4,13800904;;;;;
1310;0;;;;;
1311;0;;;;;
1312;0;;;;;
1313;0;;;;;
1314;0;;;;;
1315;0;;;;;
1316;4,475726632;;;;;
1317;7,995799494;;;;;
1318;11,94033699;;;;;
1319;15,64756047;;;;;
1320;18,57613668;;;;;
1321;20,62132346;;;;;
1322;21,80818195;;;;;
1323;22,25151398;;;;;
1324;22,18006625;;;;;
1325;21,76222365;;;;;
1326;21,22032619;;;;;
1327;20,77629246;;;;;
1328;20,72912201;;;;;
1329;21,33730619;;;;;
1330;22,53789806;;;;;
1331;24,02130336;;;;;
1332;25,37992329;;;;;
1333;26,32872154;;;;;
1334;26,81344544;;;;;
1335;27,07754144;;;;;
1336;27,38469158;;;;;
1337;27,86766956;;;;;
1338;28,50998853;;;;;
1339;29,13057602;;;;;
1340;29,501194;;;;;
1341;29,51840526;;;;;
1342;29,2437715;;;;;
1343;28,89868221;;;;;
1344;28,67661886;;;;;
1345;28,71107998;;;;;
1346;29,19060665;;;;;
1347;30,16271331;;;;;
1348;31,57731577;;;;;
1349;33,25844986;;;;;
1350;35,0727214;;;;;
1351;36,83140327;;;;;
1352;38,39368737;;;;;
1353;39,62774289;;;;;
1354;40,6139635;;;;;
1355;41,46904308;;;;;
1356;42,23035905;;;;;
1357;42,85988261;;;;;
1358;43,39720169;;;;;
1359;43,82152275;;;;;
1360;44,20735942;;;;;
1361;44,59754299;;;;;
1362;45,10959548;;;;;
1363;45,78189104;;;;;
1364;46,47187236;;;;;
1365;46,97913044;;;;;
1366;47,114586;;;;;
1367;46,80485687;;;;;
1368;46,12483899;;;;;
1369;45,29003326;;;;;
1370;44,52986446;;;;;
1371;43,97311702;;;;;
1372;43,65024827;;;;;
1373;43,45860543;;;;;
1374;43,15773196;;;;;
1375;42,45541238;;;;;
1376;41,13851024;;;;;
1377;39,16688116;;;;;
1378;36,61908592;;;;;
1379;33,78972447;;;;;
1380;31,15899558;;;;;
1381;29,13938445;;;;;
1382;27,83007489;;;;;
1383;26,90394252;;;;;
1384;25,86782891;;;;;
1385;24,13173486;;;;;
1386;21,35553874;;;;;
1387;17,84740159;;;;;
1388;14,08912694;;;;;
1389;10,64308133;;;;;
1390;7,887757598;;;;;
1391;5,891662068;;;;;
1392;4,539994265;;;;;
1393;3,587237308;;;;;
1394;0;;;;;
1395;3,205191634;;;;;
1396;3,958116917;;;;;
1397;5,106476303;;;;;
1398;6,469162287;;;;;
1399;7,878667431;;;;;
1400;9,264797234;;;;;
1401;10,7246391;;;;;
1402;12,56051321;;;;;
1403;14,99491516;;;;;
1404;17,74921444;;;;;
1405;20,42410781;;;;;
1406;22,66580516;;;;;
1407;24,21391884;;;;;
1408;24,86073328;;;;;
1409;24,63578121;;;;;
1410;23,76029017;;;;;
1411;22,49710778;;;;;
1412;21,13638475;;;;;
1413;19,94284277;;;;;
1414;19,21066554;;;;;
1415;19,10655659;;;;;
1416;19,35828302;;;;;
1417;19,62648426;;;;;
1418;19,59678833;;;;;
1419;19,16765849;;;;;
1420;18,46688885;;;;;
1421;17,82538229;;;;;
1422;17,58486382;;;;;
1423;17,93356903;;;;;
1424;18,63810268;;;;;
1425;19,31296886;;;;;
1426;19,64860442;;;;;
1427;19,66002301;;;;;
1428;19,56913638;;;;;
1429;19,82374937;;;;;
1430;20,77035608;;;;;
1431;22,60783694;;;;;
1432;25,16801424;;;;;
1433;27,98166092;;;;;
1434;30,45856414;;;;;
1435;32,11519879;;;;;
1436;32,58196202;;;;;
1437;31,79458519;;;;;
1438;29,95749523;;;;;
1439;27,50762712;;;;;
1440;25,03411017;;;;;
1441;23,10499599;;;;;
1442;21,86067452;;;;;
1443;21,22900455;;;;;
1444;20,77545785;;;;;
1445;20,01942007;;;;;
1446;18,55255166;;;;;
1447;16,21745745;;;;;
1448;13,35326348;;;;;
1449;10,59807637;;;;;
1450;8,47252933;;;;;
1451;7,560683893;;;;;
1452;8,073792613;;;;;
1453;9,855779187;;;;;
1454;12,12757484;;;;;
1455;13,94122537;;;;;
1456;14,44903977;;;;;
1457;13,17014869;;;;;
1458;10,21705441;;;;;
1459;6,484599089;;;;;
1460;3,226354596;;;;;
1461;0;;;;;
1462;2,218157193;;;;;
1463;4,806801147;;;;;
1464;8,636999292;;;;;
1465;12,65350487;;;;;
1466;15,98187425;;;;;
1467;18,22093405;;;;;
1468;19,45698742;;;;;
1469;20,16892845;;;;;
1470;20,84079292;;;;;
1471;21,71328447;;;;;
1472;22,85442894;;;;;
1473;24,11348484;;;;;
1474;25,31777838;;;;;
1475;26,25255686;;;;;
1476;26,95588038;;;;;
1477;27,63095982;;;;;
1478;28,41311763;;;;;
1479;29,27138465;;;;;
1480;29,99662668;;;;;
1481;30,28331044;;;;;
1482;29,89321329;;;;;
1483;28,57197693;;;;;
1484;26,55544078;;;;;
1485;24,27708808;;;;;
1486;22,04463768;;;;;
1487;20,34667762;;;;;
1488;19,40110919;;;;;
1489;19,31256819;;;;;
1490;20,09291388;;;;;
1491;21,45302938;;;;;
1492;23,33739174;;;;;
1493;25,45907546;;;;;
1494;27,29887131;;;;;
1495;28,81390015;;;;;
1496;29,99308902;;;;;
1497;30,97805546;;;;;
1498;32,00398367;;;;;
1499;33,13869847;;;;;
1500;34,60859524;;;;;
1501;36,24084709;;;;;
1502;37,72790987;;;;;
1503;38,96136151;;;;;
1504;39,9495411;;;;;
1505;40,73307242;;;;;
1506;41,38277618;;;;;
1507;41,864693;;;;;
1508;42,18683029;;;;;
1509;42,22511756;;;;;
1510;41,94359116;;;;;
1511;41,43141737;;;;;
1512;40,83514245;;;;;
1513;40,27798334;;;;;
1514;39,78356687;;;;;
1515;39,31867573;;;;;
1516;38,80113739;;;;;
1517;38,03464105;;;;;
1518;36,87290302;;;;;
1519;35,20429158;;;;;
1520;32,94131105;;;;;
1521;30,13737352;;;;;
1522;26,95320256;;;;;
1523;23,8193182;;;;;
1524;21,36574586;;;;;
1525;20,01413102;;;;;
1526;19,85850666;;;;;
1527;20,55424247;;;;;
1528;21,46830123;;;;;
1529;21,74460719;;;;;
1530;20,7953748;;;;;
1531;18,52007698;;;;;
1532;15,57581737;;;;;
1533;12,81154873;;;;;
1534;11,03014964;;;;;
1535;10,5974335;;;;;
1536;11,55336549;;;;;
1537;13,37971698;;;;;
1538;15,38289621;;;;;
1539;16,84796478;;;;;
1540;17,30447711;;;;;
1541;16,62008244;;;;;
1542;14,95599629;;;;;
1543;12,61453432;;;;;
1544;10,30799292;;;;;
1545;8,411858931;;;;;
1546;7,072746028;;;;;
1547;6,204669725;;;;;
1548;5,614695362;;;;;
1549;5,340252994;;;;;
1550;5,358403103;;;;;
1551;5,800041963;;;;;
1552;6,983554529;;;;;
1553;8,886364446;;;;;
1554;11,19017676;;;;;
1555;13,54571105;;;;;
1556;15,74549145;;;;;
1557;17,69582102;;;;;
1558;19,22752262;;;;;
1559;20,43691523;;;;;
1560;21,59139099;;;;;
1561;22,92326193;;;;;
1562;24,4295718;;;;;
1563;26,20732805;;;;;
1564;28,36386008;;;;;
1565;30,72321747;;;;;
1566;32,92330801;;;;;
1567;34,74619443;;;;;
1568;36,08053824;;;;;
1569;36,92126402;;;;;
1570;37,28974822;;;;;
1571;37,22470089;;;;;
1572;36,94776846;;;;;
1573;36,432986;;;;;
1574;35,61597362;;;;;
1575;34,40369809;;;;;
1576;32,75641916;;;;;
1577;30,76684959;;;;;
1578;28,59730228;;;;;
1579;26,35860658;;;;;
1580;23,9577292;;;;;
1581;21,23777541;;;;;
1582;17,9465605;;;;;
1583;14,05841727;;;;;
1584;9,961330545;;;;;
1585;6,39795743;;;;;
1586;0;;;;;
1587;4,295450363;;;;;
1588;6,265213493;;;;;
1589;9,743829516;;;;;
1590;13,7320898;;;;;
1591;17,57475116;;;;;
1592;20,79661744;;;;;
1593;23,19937285;;;;;
1594;24,87036195;;;;;
1595;26,13620577;;;;;
1596;27,07315702;;;;;
1597;27,77607421;;;;;
1598;28,18937629;;;;;
1599;28,47627998;;;;;
1600;28,59243043;;;;;
1601;28,60815854;;;;;
1602;28,60554765;;;;;
1603;28,86933378;;;;;
1604;29,5883461;;;;;
1605;30,79654917;;;;;
1606;32,3731179;;;;;
1607;34,06065171;;;;;
1608;35,52782931;;;;;
1609;36,64357632;;;;;
1610;37,09295058;;;;;
1611;36,87556553;;;;;
1612;36,11069658;;;;;
1613;34,92623242;;;;;
1614;33,5285296;;;;;
1615;32,17816698;;;;;
1616;31,21088143;;;;;
1617;30,91616934;;;;;
1618;31,06086558;;;;;
1619;31,45078428;;;;;
1620;31,64495665;;;;;
1621;31,12309732;;;;;
1622;29,69032754;;;;;
1623;27,13948322;;;;;
1624;23,6992815;;;;;
1625;20,1449101;;;;;
1626;17,10163333;;;;;
1627;15,5526227;;;;;
1628;15,64271412;;;;;
1629;16,99278259;;;;;
1630;18,7407718;;;;;
1631;19,29383167;;;;;
1632;18,05671445;;;;;
1633;15,46319582;;;;;
1634;12,38163265;;;;;
1635;10,53544476;;;;;
1636;10,62715466;;;;;
1637;12,73341609;;;;;
1638;15,95726902;;;;;
1639;18,67140361;;;;;
1640;20,05454276;;;;;
1641;19,75982189;;;;;
1642;17,80580266;;;;;
1643;14,94583707;;;;;
1644;11,71819126;;;;;
1645;8,762956991;;;;;
1646;6,377255524;;;;;
1647;4,605159723;;;;;
1648;3,736330579;;;;;
1649;3,897416765;;;;;
1650;4,848522854;;;;;
1651;6,543988531;;;;;
1652;8,797119244;;;;;
1653;11,40070029;;;;;
1654;13,94319244;;;;;
1655;16,15544409;;;;;
1656;18,05733243;;;;;
1657;19,63347411;;;;;
1658;20,75534761;;;;;
1659;21,71765019;;;;;
1660;22,56358239;;;;;
1661;23,24021656;;;;;
1662;23,42233227;;;;;
1663;22,92114825;;;;;
1664;21,52114556;;;;;
1665;19,0605802;;;;;
1666;15,7058337;;;;;
1667;12,28300017;;;;;
1668;9,532335976;;;;;
1669;8,277785799;;;;;
1670;8,834633834;;;;;
1671;11,17635082;;;;;
1672;14,66989374;;;;;
1673;18,32205431;;;;;
1674;21,26462742;;;;;
1675;23,22899916;;;;;
1676;24,07949604;;;;;
1677;24,37949199;;;;;
1678;24,48369978;;;;;
1679;24,44516849;;;;;
1680;24,0214397;;;;;
1681;22,66449317;;;;;
1682;20,07124034;;;;;
1683;16,47044307;;;;;
1684;11,87196222;;;;;
1685;7,331366864;;;;;
1686;3,659918948;;;;;
1687;1,376903855;;;;;
1688;0,802101435;;;;;
1689;1,96439464;;;;;
1690;0;;;;;
1691;8,891772726;;;;;
1692;13,08756632;;;;;
1693;16,92224596;;;;;
1694;19,89811255;;;;;
1695;21,74557027;;;;;
1696;22,51206114;;;;;
1697;22,54094148;;;;;
1698;22,30643391;;;;;
1699;22,20223716;;;;;
1700;22,26872748;;;;;
1701;22,79467176;;;;;
1702;23,90706147;;;;;
1703;25,61602455;;;;;
1704;27,8289544;;;;;
1705;30,35677832;;;;;
1706;32,94976838;;;;;
1707;35,36196881;;;;;
1708;37,41399625;;;;;
1709;39,02774228;;;;;
1710;40,23378292;;;;;
1711;41,13272865;;;;;
1712;41,86623223;;;;;
1713;42,57521853;;;;;
1714;43,36228918;;;;;
1715;44,26879592;;;;;
1716;45,2677951;;;;;
1717;46,2750718;;;;;
1718;47,16992769;;;;;
1719;47,81567494;;;;;
1720;48,09367691;;;;;
1721;47,9375073;;;;;
1722;47,36228173;;;;;
1723;46,44271536;;;;;
1724;45,29195803;;;;;
1725;44,04542965;;;;;
1726;42,8340883;;;;;
1727;41,75939182;;;;;
1728;40,87557847;;;;;
1729;40,18500201;;;;;
1730;39,64550479;;;;;
1731;39,17728273;;;;;
1732;38,68738756;;;;;
1733;38,09988367;;;;;
1734;37,37172089;;;;;
1735;36,50719558;;;;;
1736;35,55294732;;;;;
1737;34,57090189;;;;;
1738;33,62002796;;;;;
1739;32,74584754;;;;;
1740;31,97409579;;;;;
1741;31,31043345;;;;;
1742;30,73851774;;;;;
1743;30,23110128;;;;;
1744;29,75880167;;;;;
1745;29,30139774;;;;;
1746;28,86141328;;;;;
1747;28,47680203;;;;;
1748;28,21927549;;;;;
1749;28,18367638;;;;;
1750;28,45524172;;;;;
1751;29,07921917;;;;;
1752;30,03495112;;;;;
1753;31,22956233;;;;;
1754;32,51074025;;;;;
1755;33,69049609;;;;;
1756;34,57324996;;;;;
1757;34,99464292;;;;;
1758;34,83653406;;;;;
1759;34,0438207;;;;;
1760;32,63037816;;;;;
1761;30,67762287;;;;;
1762;28,32227455;;;;;
1763;25,72905381;;;;;
1764;23,05512143;;;;;
1765;20,423542;;;;;
1766;17,90004331;;;;;
1767;15,49672509;;;;;
1768;13,19782187;;;;;
1769;10,98984187;;;;;
1770;8,886953807;;;;;
1771;6,948092911;;;;;
1772;5,259472776;;;;;
1773;3,92680933;;;;;
1774;3,054248286;;;;;
1775;2,722320145;;;;;
1776;2,979391497;;;;;
1777;3,82782025;;;;;
1778;5,216156834;;;;;
1779;7,038141601;;;;;
1780;9,12787526;;;;;
1781;11,28845107;;;;;
1782;13,31732365;;;;;
1783;15,03190083;;;;;
1784;16,29268773;;;;;
1785;17,01289437;;;;;
1786;17,12194411;;;;;
1787;16,73802639;;;;;
1788;15,84500696;;;;;
1789;14,40372761;;;;;
1790;12,42677912;;;;;
1791;10,03469277;;;;;
1792;7,373792201;;;;;
1793;4,654075705;;;;;
1794;0;;;;;
1795;0;;;;;
1796;0;;;;;
1797;0;;;;;
1798;0;;;;;
